Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
11/02/2016,AQS,60370002,2,43.0,ppb,41,Azusa,18,75.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/03/2016,AQS,60370002,2,45.8,ppb,42,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/04/2016,AQS,60370002,2,46.7,ppb,43,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/05/2016,AQS,60370002,2,38.2,ppb,36,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/06/2016,AQS,60370002,2,29.2,ppb,27,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/07/2016,AQS,60370002,2,66.6,ppb,64,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/08/2016,AQS,60370002,2,57.7,ppb,54,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/09/2016,AQS,60370002,2,30.9,ppb,28,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/10/2016,AQS,60370002,2,37.8,ppb,35,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/11/2016,AQS,60370002,2,42.7,ppb,40,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/12/2016,AQS,60370002,2,38.6,ppb,36,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/13/2016,AQS,60370002,2,26.8,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/14/2016,AQS,60370002,2,58.3,ppb,55,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/15/2016,AQS,60370002,2,62.6,ppb,60,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/16/2016,AQS,60370002,2,42.0,ppb,40,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/17/2016,AQS,60370002,2,25.2,ppb,24,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/18/2016,AQS,60370002,2,33.8,ppb,31,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/19/2016,AQS,60370002,2,50.8,ppb,47,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/20/2016,AQS,60370002,2,39.2,ppb,37,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/21/2016,AQS,60370002,2,27.7,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/22/2016,AQS,60370002,2,36.9,ppb,34,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/23/2016,AQS,60370002,2,42.3,ppb,40,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/24/2016,AQS,60370002,2,25.7,ppb,24,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/25/2016,AQS,60370002,2,27.5,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/26/2016,AQS,60370002,2,22.4,ppb,21,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/27/2016,AQS,60370002,2,16.9,ppb,15,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/28/2016,AQS,60370002,2,27.6,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/29/2016,AQS,60370002,2,31.8,ppb,29,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
11/30/2016,AQS,60370002,2,40.9,ppb,38,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/01/2016,AQS,60370002,2,30.3,ppb,28,Azusa,22,92.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/02/2016,AQS,60370002,2,17.0,ppb,16,Azusa,19,79.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/03/2016,AQS,60370002,2,32.1,ppb,30,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/04/2016,AQS,60370002,2,39.2,ppb,37,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/05/2016,AQS,60370002,2,35.9,ppb,33,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/07/2016,AQS,60370002,2,33.3,ppb,31,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/08/2016,AQS,60370002,2,41.8,ppb,39,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/09/2016,AQS,60370002,2,47.1,ppb,44,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/10/2016,AQS,60370002,2,32.2,ppb,30,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/11/2016,AQS,60370002,2,27.1,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/12/2016,AQS,60370002,2,32.8,ppb,30,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/13/2016,AQS,60370002,2,39.1,ppb,37,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/14/2016,AQS,60370002,2,48.9,ppb,45,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/15/2016,AQS,60370002,2,60.8,ppb,57,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/16/2016,AQS,60370002,2,19.0,ppb,18,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/17/2016,AQS,60370002,2,22.1,ppb,21,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/18/2016,AQS,60370002,2,35.4,ppb,33,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/19/2016,AQS,60370002,2,24.7,ppb,23,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/20/2016,AQS,60370002,2,42.0,ppb,40,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/21/2016,AQS,60370002,2,33.6,ppb,31,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/22/2016,AQS,60370002,2,27.0,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/23/2016,AQS,60370002,2,13.7,ppb,12,Azusa,22,92.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/24/2016,AQS,60370002,2,13.2,ppb,12,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/25/2016,AQS,60370002,2,15.3,ppb,14,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/26/2016,AQS,60370002,2,18.0,ppb,17,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/27/2016,AQS,60370002,2,30.0,ppb,28,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/28/2016,AQS,60370002,2,22.8,ppb,21,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/29/2016,AQS,60370002,2,34.1,ppb,32,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/30/2016,AQS,60370002,2,38.3,ppb,36,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
12/31/2016,AQS,60370002,2,19.2,ppb,18,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/01/2017,AQS,60370002,2,15.2,ppb,14,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/02/2017,AQS,60370002,2,15.5,ppb,14,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/03/2017,AQS,60370002,2,24.9,ppb,23,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/04/2017,AQS,60370002,2,35.2,ppb,33,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/05/2017,AQS,60370002,2,26.0,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/06/2017,AQS,60370002,2,28.8,ppb,26,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/07/2017,AQS,60370002,2,25.2,ppb,24,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/08/2017,AQS,60370002,2,24.9,ppb,23,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/09/2017,AQS,60370002,2,26.5,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/10/2017,AQS,60370002,2,20.7,ppb,19,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/11/2017,AQS,60370002,2,16.4,ppb,15,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/12/2017,AQS,60370002,2,16.9,ppb,15,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/13/2017,AQS,60370002,2,36.7,ppb,34,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/14/2017,AQS,60370002,2,33.1,ppb,31,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/15/2017,AQS,60370002,2,10.0,ppb,9,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/16/2017,AQS,60370002,2,24.1,ppb,23,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/17/2017,AQS,60370002,2,36.4,ppb,34,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/18/2017,AQS,60370002,2,36.2,ppb,34,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/19/2017,AQS,60370002,2,14.2,ppb,13,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/20/2017,AQS,60370002,2,12.6,ppb,11,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/21/2017,AQS,60370002,2,15.2,ppb,14,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/22/2017,AQS,60370002,2,17.5,ppb,16,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/23/2017,AQS,60370002,2,17.4,ppb,16,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/24/2017,AQS,60370002,2,23.5,ppb,22,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/25/2017,AQS,60370002,2,23.9,ppb,22,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/26/2017,AQS,60370002,2,18.7,ppb,17,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/27/2017,AQS,60370002,2,39.4,ppb,37,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/28/2017,AQS,60370002,2,27.3,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/29/2017,AQS,60370002,2,13.7,ppb,12,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/30/2017,AQS,60370002,2,41.5,ppb,39,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
01/31/2017,AQS,60370002,2,44.3,ppb,42,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/01/2017,AQS,60370002,2,44.7,ppb,42,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/02/2017,AQS,60370002,2,43.2,ppb,41,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/03/2017,AQS,60370002,2,38.0,ppb,36,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/04/2017,AQS,60370002,2,14.1,ppb,13,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/05/2017,AQS,60370002,2,21.1,ppb,20,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/06/2017,AQS,60370002,2,24.0,ppb,23,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/07/2017,AQS,60370002,2,20.2,ppb,19,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/08/2017,AQS,60370002,2,26.7,ppb,25,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/09/2017,AQS,60370002,2,40.8,ppb,38,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/10/2017,AQS,60370002,2,28.0,ppb,26,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/11/2017,AQS,60370002,2,22.4,ppb,21,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/12/2017,AQS,60370002,2,23.7,ppb,22,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/13/2017,AQS,60370002,2,37.8,ppb,35,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/14/2017,AQS,60370002,2,35.9,ppb,33,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/15/2017,AQS,60370002,2,30.1,ppb,28,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/16/2017,AQS,60370002,2,38.4,ppb,36,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/17/2017,AQS,60370002,2,25.1,ppb,24,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/18/2017,AQS,60370002,2,13.6,ppb,12,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/19/2017,AQS,60370002,2,8.5,ppb,8,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/20/2017,AQS,60370002,2,23.7,ppb,22,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/21/2017,AQS,60370002,2,30.3,ppb,28,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/22/2017,AQS,60370002,2,29.0,ppb,27,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/23/2017,AQS,60370002,2,18.4,ppb,17,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/24/2017,AQS,60370002,2,25.2,ppb,24,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/25/2017,AQS,60370002,2,17.9,ppb,16,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/26/2017,AQS,60370002,2,13.4,ppb,12,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/27/2017,AQS,60370002,2,44.7,ppb,42,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
02/28/2017,AQS,60370002,2,29.2,ppb,27,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/01/2017,AQS,60370002,2,18.8,ppb,17,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/03/2017,AQS,60370002,2,41.2,ppb,39,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/04/2017,AQS,60370002,2,28.1,ppb,26,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/05/2017,AQS,60370002,2,14.5,ppb,13,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/06/2017,AQS,60370002,2,23.9,ppb,22,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/07/2017,AQS,60370002,2,49.7,ppb,46,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/08/2017,AQS,60370002,2,38.5,ppb,36,Azusa,22,92.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/09/2017,AQS,60370002,2,44.4,ppb,42,Azusa,22,92.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/10/2017,AQS,60370002,2,48.3,ppb,45,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
03/11/2017,AQS,60370002,2,46.1,ppb,43,Azusa,24,100.0,42602,Nitrogen dioxide (NO2),74,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.1365,-117.92391
